0,@platypus_rex but it inspires me to have all the strength of a raging fire! 
0,It's way too hot for my liking! Missing the pleasant weather!! 
1,@CuteM101.....David_Henrie just said &quot;Penguins!!!!&quot;....it comes between our public convo...  I do too.....
0,Oh thank the Lord I'm done my paper! I am beyond tired and I still got a long day ahead of me 
1,@LeanneBennett my pleasure  thanks for sharing with me the good news too. much appreciated *Smiles* makde my heart smiled
0,Omw 2 my car. Gonna b late 4 work 
0,"I &lt;3 Patricia, even though she's mad at me.  Hope you feel better darlin........... "
0,"wanted to go to afterprom, but his ride didn't show up "
1,@samyay Sometime next week I think. 
0,"@Hey_Bawheed wish it was, I only had  a wee scoof "
0,watching inspirational videos on Big Brothers &amp; Big Sisters of America and bawling. 
1,@WEST_LOWER i think all the blue fans wish he would continue.. 
0,Listening to &quot;Almost Lover&quot; by A Fine Frenzy ... beautiful and so sweetly sad. 
1,"@somesheep no, that is my suggestion "
0,"@nessa_dynamite tell me about it, my eyes are slowly closing "
1,@Daecabhir You're always welcome - just give me a heads-up so I can put down the machete and rinse off the bug spray. 
1,"@smart0y lol, sure whatever you say... bes I understood 3/4 of it, its all good "
0,Crap day.  Bank of America ripped me off w/ overdraft. XM cut off but I paid the bill.
1,i give up. goodnight 
0,Done...now I can start to enjoy my weekend for like an hour and 15 minutes...ooops 
1,@queenmidalah I've been reading those... very nice. 
0,Starving.... And I have just been told I can't eat at my desk 
1,"Productive day, NEO not done but close, 'bursty' being tested on synthetic graph testsuite AND cms framework tests came back almost clean "
0,"I don't want to hurt myself from falling again. Let me avoid you. We weren't meant to be, don't let us happen. "
1,Alba on YouTube here  http://www.youtube.com/Albahouse
1,@thebutchcaucus this is sooo NOT ur last tweet...stop lying to the tweeple  lol YOU HAVE AN ADDICTION!!!
1,@misscobley It doesn't fit me either anymore...keeps riding up. Doesn't mean I'm not gonna wear it though! 
0,I want to keep Sleeping   I have to go to the gym! Ok I am getting up now.
0,Unsuccessful shopping trip 
1,"&quot;IF U Can Dream It, U Can Do It&quot; X Walt Disney, Share Our Dream and see how we did it... at http://short.to/54vm Cheers, Lou-ann "
0,I've just broken one of my favourite bracelets  &amp; I just saw myself in the mirror. I looked disgusting! Grr.
1,Has commited the alpha version of my first ever RubyGem 
0,@Cabrissi  oh poor La  I decided not to go. Dammit  Have to get this NPM work done and also some brochures 2 take 2moro 2 busmums thing
1,@xoxolovebug that's okay! lol i have to finish up a paper for tomorrow anyways. i'll be on tomorrow 
1,@jbo2231 sweet dreams to u too. Great talking to u tonight. Talk to u tomorrow 
1,awww... @johfinocc &amp; @sydubois are so adorable...even if they're a little twitter challenged    I love my friends
1,#delongeday #delongeday #delongeday 
1,@willyanthony's Bally's pair of shoes is amazing! 
1,@alexWTrugs voted 
0,well hello twitter folk... gotta go back to work tomorrow.. yes I'm already thinking about it 
0,So i took a shower a then looked down at my foot and my ankle was bleeding. Turn out i poped a blister. 
1,I got a cool new phone .  Yeaaa.
1,"@sivanfeigen Mr Smith told us this story about how he lost all of the Year 12 work, and he freaked out about it. But then he found it. "
1,"About to go get lost in Harahan!! History, Dickory, Dock are connecting streets WTH!! Too country! TTYL!!! "
1,I would be making my final E3 video right now if I wasn't so goddamn tired. Jet leg is funny like that. I'll have it up sometime tomorrow 
1,doing up a new blogskin 
1,@stephenfry Few things I've found better for settling myself in after a long trip than wandering around London. 
0,I'm so tired! 
0,i am so bloody tired. tomorrow's school and im hatin' it already. *insert bad word*! 
1,I'm moving to U City this weekend!!  
0,My thought are with the friends and families of Flight 447.  So sad!
0,Is shitting herself about her exam tomorrow boo! And my little fishies are sick 
1,Lol kk got it  grcias love u!
1,"Off to yoga,yep actually doing it "
1,@partywithneha Another comment on your blog... I am loving this exchange!!! 
1,"so yeah... im going to sleep... i guess Diablo 2 got the better of my time tonight, lol... I STILL love that game "
0,@ashlynn32 workin till 9pm 
0,@lil_dude_94 OH MY GOD ITS WELL SAD  sean's a beeeyyaaatch! xx
1,@mileycyrus @mitchelmusso you are both amazing friends to each other  mitchel i LOVE the new album!
1,http://twitpic.com/6r52a - benjamin &amp; i...graduates of roseville area high school. 09! 
0,Dad and me going to Vegas tomorrow (again) Finally he calls 
1,is enjoying eurovision 
1,@ohjustjake there are no awkward crushes on NPH. he is amazingg 
1,@ypatten @ktsummer Hands off My Man girls!!!! I laid claim to Jordan 23 years ago!!!!! HE'S MINE!!! 
1,need to do homework.. can't wait for LVATT.. im gonna mention LVATT in evry tweet until i actually get LVATT.  so yeh. LVATT
0,Car hell today means running behind on client-stuff so no sneaking out for 32GB iPhone for me 
0,just threw up all over the bathroom. not fun 
1,had a great weekend! not ready for Monday though! 
0,@Lovey602 I had no time to tweet today  I'll never catch up lol....nite...
0,"@imkrissy If I'm cryin over a $500 phone, what u think I'ma do for a $1300 laptop? o_O Guess I'm being mean huh? "
1,@jmarie7481 They should be there soon!!! I can't wait to see them on you. 
0,@P_E_S_O_ awwwww  we want p_e_s_o! we want p_e_s_o! (Chanting) lol
1,"@Cassandrasruns , Do U ever get injured running?.. If so how do U recover?... I am training for 1/2 marathon and need some input.. Thanx "
0,I have ants in my room!!  &amp; since I left my laptop on the floor they got inside &amp; IDK how to get them out. Bug spray &amp; vacuming are out 
1,@Elinalipona Got your postcard today. Thanks  I always enjoy getting mail.
1,"@KimmyCakezZ why shhpank you mishh  -- yours too! aww que smile, berry purdy!"
1,I like my hair now. 
0,Drivin back to ohio to do some more studyin! Yay 
1,@avocadogreen YOU'RE SUCH A SWEETIE!  I hope you have a GREAT afternoon!
1,"@Nin85 Yeah, we should go. Can't let Paula hog the sun all by herself. "
0,My head is pounding none stop this is soooo weak  keeping fit comes at a price..
1,configuration of braxton connect to teh house wireless router A SUCCESS!! ohwhysosavvy?? 
1,Headed to an all day training with 24! I will be armed with new moves when I get back! 
1,"Testing Twitter on my mini browser, Gush. "
1,My favorite DMB song dedicated to @ChrisHy  &quot;Ants Marching&quot; â« http://blip.fm/~7jzz4
0,so irritated that I got up and ready for work just to have to turn around and come back home 
0,#Athens tweeps just joining us:  The GA Theatre is on fire.  
0,MacBook plantÃ©. IcÃ´ne dossier ! clignotant au redÃ©marrage. I've got a bad feeling about this. 
0,oh headache... go away please.. 
0,@jseifer recording in the shower sounds great. Maybe the next door will be amplified too  Remember to turn shower off
0,i wish i could talk to you john 
0,damn everything sucks sometimes. right now i feel unhappy 
0,"movies,breakfast at 2am,all thats missing is my friends "
0,@paulson500 It was far too hot to sweat... We walked for a long time in it  The results when I went in an AC place was not too nice!
1,@she_writes i've been wanting it for 2 years LOL...that and a HD camcorder 
1,just love a bit of star trek in the mornin 
0,@mileycyrus Hi Miley. Feeling  ? Why not try Blackpool? Its like Vegas except it has a lower drinking age.
1,@smashingmag No worries 
1,"Be at church for a bit, take my messages  #fb"
0,"just had a shower, how is it ,I got out and left the conditioner in still,   hands up how many of you have done that as well ?"
1,"@andreiurbano  i will take a course to be teacher , i hope they will accept me if not i kill them "
0,jesus its cold in here n i cnt turn off the air 
0,"@jbrauer Here, here! But reality intervenes during the process of developing the data model.  My data models != complete. #calicon09"
1,Going to a baseball game today.  I'm kind of indifferent about this.
0,Friday night... And I'm not doing anything!!  But I might go have some tacos at the lunch truck in Pasadena .... Just maybe. 
0,"is insanely happy that her body finally got used to the doxycycline, for she'd go insane if she had to spend another 2 weeks feeling dead "
1,@scratchybird arrr. Wrap up warm. Take a flask. Don't get too damp  Tweet later.
1,Leavin Bjs. good times.  casa here i come!
1,hmm another late night? yes. up till 6? I don't think so. At least I got to talk to @jordan1617  that made my night!
0,i would much rather be revising for these dreaded english exams all week .. &quot;IT&quot; is totally boring!    ... does anyone actually like &quot; ...
0,OMG this tooth is the death of me  gettin it pulled on Monday 
1,@soniachoquette Oh Snap! I wish I knew. I would have loved to attend. I just started tapping into you as a resource. Love the cards! 
1,Im addicted to NSN now. I Love Christofer Drew. Charles Thanks alot 
0,@vctrryn I used to watch Dollhouse but then I forgot about it  It wasn't my favorite.. it had a pretty cool concept though.
1,@guudssie Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,My birthday balloon is still flying and ive had it since April 7th 
1,@alcides @microft lol sure.. next FRAK will have rubber ducks 
0,"I spent 52 paying bills today. Goodbye money, it was fun while it lasted... "
0,@DezDaniels I'm wondering if I was really supposed to be there.  I got a call from someone else asking if I wanted to go.  Can't though. 
1,The  Reemergence of Vionnet was a good tip off  http://bit.ly/WcgAO
1,"@CorinaBecker tehe, that's the point. "
1,"@bibliolatrist I'm writing a story where a main characters is an amateur astronomer, and I'm nothing of the sort! Thanks for the recs! "
0,"@papercathedrals yes, except with no classes and homework! except i still have those sometimes ... um... oh now i am sad. "
0,why am i perpetually sleepy..   maybe i should stop eating so much for lunch. that'd be a good start.
0,@tak_notice aww 
0,I need to go to go out. I'm lonely. I'm bored and I miss him. 
0,I wanna play rollerblades all over again 
0,"what am I going to do? ... if nobody pays me attention, what a shame  [[losing my faith...]]"
1,@SallysChateau Painful thoughts now about Agas and bare... legs 
0,@destroytheearth working  on a Sat! Shocking.
1,@PlaneMad u mean physically design? or the software? 
1,@froufield MUST come everyday. but slack lor. 
1,@pattidigh and right after World Peace...shipping costs?  
0,And zachary  josh keeps butt dialing me wtfff!
1,@this_way_sheepy  hey face! 
0,"Awh, guy here at work got a new gf who won't let him fuck others. He looks sad.   why are so many people so jealous?"
0,"Ever since I started following #funnelcakefriday was started @SixFlags, I've really wanted funnel cake.  ... Or a churro. Or fried dough."
0,"GUYS, farrah fawcett, ed mcmahon, and david carradine died within the same month.  this is making me emo right now."
1,"@blondieann Wow. I've never owned china.  Never saw the point. Neat heirloom, though. Take a photo some time, if it's handy."
0,i miss you  te extrano much amor
1,a balloon just flew by the window 
1,@nelson4free HI! 
0,Sleep is such a waste of time. I wish I could get by on 3-4 hours of it instead of needing 6-8 
1,@marginatasnaily you have us .we love &amp; understand u 2  xxxx
0,@TeenCelebBuzz no problem it's me @JoeJisthebest on my other twitter please follow me i had to many tweets 
1,"@AmandaPhilip ,@jamiemcflyx, @chazgazzer, @RobynHumes thank you for following me "
0,Is still applying for jobs 
0,@ClareMARS I KNOW. so foolish of me  xx
0,@JackoBTC naw  all i could think when i saw your tweet was that akon song xD
1,@iamglennie @TizzySizzleberg Poor DEW - Hope he eats his Wheaties 6/13   Get em girls....
1,"@VitoriaCampos Thanks. I'm way better now! I hope you get better soon too!  Nm, aye! I have exams next week and I am defo not studying atm"
0,Just finished my sushi snack pack and realised I forgot all about the wasabi! 
1,@Slow3000 I'll do my very best  pity you can't come.. Greetings!
1,I'm going to king's island tomorrow. 
1,"All done! Played really well, shot 75  going to get lunch"
1,@violentinnocent Just in time to get in a Happy Birthday 
0,I wish i live in USA 
1,Photo: campusbeef: ï¿½HAHAHA!  youï¿½re very welcome! keep tumblring eh?! http://tumblr.com/x5j1pgvqi
1,@yoshie40 a god damn super-duper chronic insomniac 
1,@svetaaa Heck no! Internet PDA is A-OK.  *pounces and kisses you a million times*
0,"@PlanetHoth Me too, even though it's about 300 years too late for @female_revan and me to be in it. "
0,Worst birthday ever 
0,cant believe @laraduckytay is leaving on thursday 
0,(--- Checkn myself in Twitter rehab. 
0,Its cold and rainy here at the beach. Not fun! All my friends are gone.....nothing to do and no one to talk to!!  Wish no one left
1,"http://bit.ly/swFDo , @GentleSinner, remember this? "
1,ahora si.. drinking coffee 
1,@bikeguy59 @lexikav im here now  i watched the 1st 2 periods with a friend at a bar. im home now. LET'S GO RED WINGS. 3-1 #redwings 
0,I hate sunburn  the kids are gonna love beating me up tonight!
0,@AndrewBravener  I'm sure they miss you too.
1,watchin casualty 
0,"I went to the store today andsaw a little boy that looked like Alex  now, eating chicken fajitas and watching Lakers get beat."
1,@akeemjamal you definitely would've had fun!  xoxo 
1,"Well, video card is dead, so I've got the Eee hooked up to external monitor and drives. This could be interesting. "
1,@JohnLloydTaylor I liked it and idk if other ppl recognized that it was u but I was like that's jt that's awesome  what's up?
0,@faderhead damn... that sucks...  do  you know which kind of tumor?
0,is really over being sick.. Not very fun  Damn tonsillitis
0,Hey @alyankovic will we ever see you near Mississippi again? No stop on the tour  #WeirdAl  (#WeirdAl live &gt; http://ustre.am/3nDH)
1,"@jjstoner11 haha lol i love my cat! Oh cool, theres some pretty cool people playing V festival - including yourself "
1,@LGD_X heh  OMFG do u even know lauren cyrus ????
1,@IrishSmiley Morning  How's you on this lovely sunny Monday?
0,@itsevan ugh why not? Billy ray says he does but he never does to me 
0,@mrs757 Oooo kay... 
0,All the oil couldnt completely save the kozha kozha sepankizhangu Shyam brought  Bad Buy!!!
0,studying for math prov. not fun  thinking next time ill start studying a little earlier next time
1,oh yeah... happy Mothers day to every mom out there and to my friend's moms 
1,Fun show.Fun night.  I think this was a good preview what summer will look like ! Seriously can't wait !!
0,A tiny piece of my computer chipped off!  http://yfrog.com/5kxfnqj
1,Its sunday morning and birds are chirping. Hoping for the best and praying that its the best. 
0,hittin up th3 city I guess sulivans tonit3...th3n home sle3py time missin @jaymoneyallpro 
1,Going to get my hair done.  i need blonde!
1,Go to Espaï¿½a !!!!!!!!!!!!!!!!!!!!!!!!!!! Good afternoon! 
0,Morning Twitter Birds! I actually slept again. WOOHOO! But my allergies are killing me.  Oh nos!
0,@JasmineJstew OMG. Im so sorry 2 hear that.  I pray they find the culprit ASAP!!! &gt;:o
0,I'm bummed that yesterday was a holiday here and the DPD dude is still MIA with my packages.. which means I'll get them next week now 
0,I could really go a @Delta_Goodrem hug right now  break ups suck ass
1,@markus3486 if so we wanna be part of it! 
0,@morganschoeling yeah i'm at work!  and yes I kinda got things figured out lol I like this lol
1,"@StudioFairy well I hope not. 12th graders have final exams so when they are taking them, we don't have to go to school. "
0,I loooove Bandung. I'm almost live here 
1,2 down 3 to go i'm thinkin just give me a &quot;C&quot; in this bitch and it'll all b good! 
1,"Gosh, I didn't know Firefox 3.5 beta had its own error console. all it needs now is its own inline inspect element. sweet "
1,@witenike Let me see what I can do to hook up my some of my Blackhawks peoples not in Chi-town. 
0,@cassi_hl @fancypance me too...instead I get loud people who scream and smoke in the hallway... 
0,"Beach with the fam @DavidEOsborne, @samskimusic,  liz and kyle...I wish @QCBoutique could come  http://myloc.me/4G94"
1,working on yet another OTYS-feature 
0,@rebeccargh sadly he awoke by himself 
1,"@eastermoon eeeeeeee where did you get that from??    Just off to bed hun, speak to you tomorrow xxxx"
0,Pizzadienst oder Chinamann  ?  I seriously can't decide here... 
0,"@jcubed1 Dang! Of course, I'm just jealous 'cuz I didn't think of it first "
0,Damn. Most good things are coming out later this year like New Moon and L4D 2 
1,Finally home. 
1,Woken up from two hours of fever dreams to find that my post is back and I have a phone message from an awesome girl 
0,"My Arm, leg, back and stomach burns just went tan...my forehead burn however, is red and sore and now I have a headache "
1,"Always said it ... arts feed the soul  The main lady of them all, Mother Nature that is ... she adores the arts, walk hand in hand! ;)"
1,"@tantonik I'm so happy to have him here longer, but only another mil wife can understand the mixed emotions and frustration. Thanks "
0,"watching laguna beach. And i need to stop. The Graduation Episode is just making me cry, because thats us. And thats him, tomorrow. "
1,@msdanynic after game 1 i got a lil worried about the excitement level of the finals...but it's improving 
0,"Watching TV with sister, she has to go home tomorrow  my mom and dad are getting a divorse and the house is pretty crazy."
0,"Awww, missing my music library now. Wish I didn't have to deal with phone calls and customers at work "
0,"holy jaysis, have had NO time to twitter today "
0,"@patrick_f henshaw left the show.    i'm not happy either. i thought it was a gimmick, but i checked, &amp; he's done. "
1,MAKING my first twitter account 
1,@ingridinthecity mmk  now go sleep and get better x
0,class tonight... can't watch The Ultimatum!!!     
1,"Leaving Michigan, 7 hour drive!! Can't wait2 be home but 4 now this frappichino will tie me over "
0,"Need to get some sleep, work tomorrow. Sucks. "
0,@mynamesnemo1 tell me about it 
1,@aplusk me and like 15 of my friends are doin this!! haha its so good 
1,@genethis get off of me. stop rubbing your oil on my jacket 
1,looking at summmmmmer pictures 
1,About to dye my hair and do my nails 
1,@Dorkus_ was just wondering what ur daily random Adam fact #4 will be?! 
1,@tinafightsfire  National Band Aid week 
1,"@lusterbunny Ooh hello, thanks for following  I love my crow ring "
1,@kayels Yeah we may get a bonus   #F1
0,oh great more problems with my macbook case cracking 
0,just saw the inside of our new house for the first time. not very excited  ill have lived in 4 different places in the past 10 months! wow
0,chillin in mi nanz sunroom.....by myself......i'm a total sadact 
1,What do u call tat heels with shoe lace? Would love to live in nyc. 
1,@victoriaquinnxo Wow Cape Breton is a niice island! 
0,"@SlainwithSatan wow... you missed my song for you btw, you weren't on "
1,Wow our fire sucks now we are going to play on the playground  RussianRoulette
1,@Cyanidesyd Hey! We will be posting samples of our music in about 3-4 weeks. Very excited! 
1,just got back from the most boring orchestra event of the year....me and my quartet ROCKED it 
0,"F you, wind, for breaking my cute new polka dotted umbrella. "
0,On FB and I see a video of me doing my secret dance.... I'm going to hurt my friends!! omg Im sooo embarassed 
0,"Aww man, my internet isn't working in my apartment right now.  At least I have my iPhone. x_x"
1,"@Marievh arf,mais que cache le mot &quot;ambiance&quot;? "
1,"has a new necklace  no, its actually a charm i won't say what for   http://yfrog.com/0kqffj MUA HAHAHAHAHA"
1,"Had 2 noisy boys in my German class, Henry &amp; Lenny. Was saying 'Lenny Henry, seid ruhig' a lot. Boys didn't know why I found it funny "
1,@nozzastudio i hope it goes away soon!  have a great sunday!  
1,@phebe_az Morning Phebe! At work until 4 today. I do all my shopping online anyway. 
1,"@lindastrawberry looks amazing! great job, S-berry! "
0,"Stupid new internet protection won't let me on on Twitter, FB, youtube, bebo, myspace, blogger, twitpic or ping.fm. Tweetdeck it is then. "
1,I a'm playing webkinz! 
0,"it's bank holiday, it's raining &amp; i've been called out &amp; working for 1 hour already this morning   #fb"
0,Is starting to feel amazingly emotional about next week already...... 
0,Having a day off. I think this bug finally got me good. 
1,@arazz @WaRiO_wOrLd miss you mama!  hav a good weekend
0,isPlayer Has Died! Sorry 
0,"@thanatophobe Nope, the chicken is compulsory, I'm afraid. Otherwise, it's just not a meat cookie.  Want to try rattlesnake this year."
0,"@mina_roxx heyy! you're welcome! mhmm, i made all the oh deeem girls one. haha, i missed you at the show yesterday! "
1,@aka_varia good night 
1,cant wait 4 2morrow playing in the city with them guys  unplugged to promote our new cd and some gigs
1,@GuidoS its not the invites driving me crazy - its all your failed assassination attempts 
0,@mileycyrus  WOW! Congratulations... what an achievement! Wish i could vote for you from im from england 
0,i forgot my itouch code 
1,@pincheguera I got you today 
0,@litvessel it won't work when I try 
0,"Shit. My seat has an actual outlet, not the special plane outlet...and of course I only brought the plane adapter! "
1,@Blanquis26 hey there! all set for the day? Have a wonderful weekend  btw Really worked on the pool last night 
0,http://twitpic.com/66mw1 - My poor car 
0,all out of blueberries 
0,"@askmanny ugh, I get more and more jealous of iPhone owners every day...dumb BlackBerrys "
1,@chelseaheather awww so sweet... read your tweet on cleaning your room! 
1,@nerdist Congratulations! Looking forward to watching Websoup. Mr. Sprigg's BBQ bit was  genius. 
0,Heading to bed forreal this time.. Tryna fall asleep is jus the hard part.. Cuddling up to my mans Aka the body pillow LOL so sad to say 
1,@MamaCapps I'm much better too! I was nervous but she was fine even right b4 surgery. She just needed a lot of TLC from Mom 
1,"@candice Canadian would just feel too much of a compromise to me... No offense to them, but you need us Brits for the Brit comedy "
0,"rofl, naw, cute, that well ul sirvive! i wont  i havent got ne fancy masks "
1,"@markhoppus  when Blink come back to Australia, pretty sure you should bring Socratic with you "
0,@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store. 
1,@DhruvAdityaDave thank you my darling heart 
0,"gotta love @spotify, too bad it isn't available in the netherlands (yet)  Come on guys, you can do it!"
1,@cazob just emailed them about it.. lets get her to win 
0,too many concerts to go to  i  can only pick a couple. so far im thinking warped tour and all time low
0,home from vacation. had so much fun. missing everyone already. 
0,@teachingazteca   shoot   not enough sleep-  must be my bad because I checked out the link   thanks for catching it!
1,"@Brendu_mcr Aww bubu  cute. I'm tired, but happy too! Why are you happy?"
1,i am so loving doing this 
0,"Its been almost 2yrs since i used #Delphi for web development, need at least 3 ful days to get reoriented "
1,@jmarthaler I've decided your hiatus is stupid. 
0,I'm so sick of having a headache. 
0,My feet hurt  I only felt it when I took a rest. Hehe XD
0,could not find a collapsible bluetooth keyboard at stables or croma  picked up a nice fountain pen from Staples .
0,Yeaay woohoo tomorrow's saturdayyyyyy... But I still have to go to school  can't the result be seen at home?
0,I remember &quot;2 Guys a Girl and a Pizza Place.&quot;  That was a hilarious show.  Where the hell are the dvds? 
1,use your mind before you make your move 
0,@ATLHustlerClub awwww    i'll be at a concert tonight
0,working on a saturday 
0,Went on a mountain climb to feed the homeless kittens/cat...got stuck. Thorns and scratches. Robbie had to come and save me 
0,@DanjahOne i'm skurred man!   they dont sell em refurb'd no mo??
0,when can i reach my dreams ? 
1,With a friend at home and chilln sunny weather here in Germany/1:47am 
1,"@kavitacaroline twas my pleasure kav!  after all, what're roomies for! ;-)"
0,@jenncutter I wish i had my 360 so I can play MP with my friends. I feel as though I am missing out on half of the game 
1,@thinksomething what's the first favourite? 
0,"@MargaritaNKOTB @cathy_cochina40 Yes, I see Marga is mad at me  I hate law text. I understood everything else"
1,@sk8mate coffee mmm lol  I'm coming to the one tmrw! Will you be doing Bolero? cos i asked the DOI site and they said its a secret  xxxx
0,My baby sister graduates 5th grade tomorrow.  sad I didn't fly to Idaho sooner!!! DAMN IT!
0,@Januaryisfresh it looks like it...but i want how it use to be back in the old days 
0,"@SiriuslySmitten Sorry, I got home, put some things away, ate my Whataburger, and went to bed. I was tired. "
0,Telecons: root canals for the mind. 
0,Awesome but us denham people are cool too lol just not as much without u!  
1,Watching enchanted x) reminds me when me&amp;chkknfd watched it at niques house 
1,AHHH Garret Jiroux thinks I'm cute! Swoon        Editing myspace &amp; videos at the same time.
1,30 minutes 2 the show. one of the times I wish I had a laptop or my tv and comp in the same room so Icantalk to you guys live! 
1,@OMfrankiegee i'm better than last night.  thanks for asking. Wbu?
0,miss my mummy all the way in canberra today 
0,like a box of shades that has the Ray Ban logo on it...only...it's empty  hahaha...
1,@StaceRay i need -or want  the new iphone when it comes out!
